RELEASE_DATE,TICKER,NAME,ACTUAL_RELEASE,ECO_RELEASE_DT,BN_SURVEY_MEDIAN,BN_SURVEY_AVERAGE,BN_SURVEY_HIGH,BN_SURVEY_LOW,FORECAST_STANDARD_DEVIATION,BN_SURVEY_NUMBER_OBSERVATIONS,RELEVANCE_VALUE,SURPRISES,ZSCORE
2016-02-18 00:00:00,COMFBTWR Index,Langer US National Economy Expectations Diffusion Index,42.5,20160218,,,,,,,44.8819,,
2016-02-19 00:00:00,CPI CHNG Index,US CPI Urban Consumers MoM SA,0,20160219,-0.1,-0.1,0.1,-0.2,0.1,82,95.2756,0.1,1.0
2016-02-19 00:00:00,CPUPXCHG Index,US CPI Urban Consumers Less Food & Energy MoM SA,0.3,20160219,0.2,0.2,0.2,0,0.1,78,76.378,0.09999999999999998,0.9999999999999998
2016-02-19 00:00:00,CPURNSA Index,US CPI Urban Consumers NSA,236.916,20160219,236.606,236.619,236.855,236.339,0.157,11,36.2205,0.3100000000000023,1.974522292993645
2016-02-19 00:00:00,CPI YOY Index,US CPI Urban Consumers YoY NSA,1.4,20160219,1.3,1.3,1.5,1.1,0.1,46,73.7008,0.09999999999999987,0.9999999999999987
2016-02-19 00:00:00,CPUPAXFE Index,US CPI Urban Consumers Less Food & Energy SA,245.232,20160219,244.808,244.811,244.974,244.65,0.132,3,39.3701,0.4240000000000066,3.212121212121262
2016-02-19 00:00:00,CPI XYOY Index,US CPI Urban Consumers Less Food & Energy YoY NSA,2.2,20160219,2.1,2.1,2.1,2,,46,48.0315,0.10000000000000009,
2016-02-23 00:00:00,ETSLTOTL Index,US Existing Homes Sales SAAR,5.47,20160223,5.33,5.33,5.55,5.08,0.1,77,88.189,0.13999999999999968,1.3999999999999968
2016-02-23 00:00:00,ETSLMOM Index,US Existing Homes Sales MoM SA,0.4,20160223,-2.4699999999999998,-2.32,1.65,-6.96,1.81,77,45.6693,2.8699999999999997,1.585635359116022
2016-02-23 00:00:00,SPCS20Y% Index,S&P CoreLogic Case-Shiller 20-City Composite City Home Price NSA Index YOY%,5.74,20160223,5.8,5.77,6.6,4.8,0.35,27,40.9449,-0.05999999999999961,-0.17142857142857032
2016-02-23 00:00:00,CONCCONF Index,Conference Board Consumer Confidence SA 1985=100,92.2,20160223,97.2,97.05,100.5,93,1.18,76,93.7008,-5.0,-4.237288135593221
2016-02-23 00:00:00,RCHSINDX Index,Richmond Manufacturing Survey Current Manufacturing Composite SA,-4,20160223,2,2,3,-1,1.0,10,69.4488,-6,-6.0
2016-02-23 00:00:00,SPCS20SM Index,S&P CoreLogic Case-Shiller 20-City Composite City Home Price SA Index MOM%,0.8,20160223,0.85,0.86,1.2,0.5,0.16,26,21.2598,-0.04999999999999993,-0.31249999999999956
2016-02-23 00:00:00,SPCS20 Index,S&P CoreLogic Case-Shiller 20-City Composite Home Price NSA Index,182.75,20160223,183.07,183.09,183.6,182.6,0.38,4,40.1575,-0.3199999999999932,-0.8421052631578768
2016-02-24 00:00:00,NHSLTOT Index,US New One Family Houses Sold Annual Total SAAR,494,20160224,520,522.49,552,500,10.98,75,92.3077,-26,-2.3679417122040074
2016-02-24 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-4.3,20160224,,,,,,,92.126,,
2016-02-25 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2253,20160225,2253,2261.7,2330,2230,26.6,9,68.5039,0,0.0
2016-02-25 00:00:00,HPIMMOM% Index,FHFA US House Price Index Purchase Only MoM% SA,0.4,20160225,0.5,0.6,1,0.4,0.2,20,67.7953,-0.09999999999999998,-0.4999999999999999
2016-02-25 00:00:00,KCLSSACI Index,Kansas City Federal Reserve SA Composite Index,-12,20160225,-6,-6.75,-5,-10,2.05,4,18.1102,-6,-2.9268292682926833
2016-02-25 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,44.2,20160225,,,,,,,65.5906,,
2016-02-25 00:00:00,INJCJC Index,US Initial Jobless Claims SA,272,20160225,270,271,285,257,5.1,46,97.6378,2,0.3921568627450981
2016-02-26 00:00:00,CONSSENT Index,University of Michigan Consumer Sentiment Index,91.7,20160226,91,91,93,89.8,0.6,57,92.9134,0.7000000000000028,1.1666666666666714
2016-02-29 00:00:00,CHPMINDX Index,Market News International Chicago Business Barometer SA,47.6,20160229,52.5,52.4,59,48,2.0,35,81.1024,-4.899999999999999,-2.4499999999999993
2016-02-29 00:00:00,USPHTMOM Index,US Pending Home Sales Index MoM SA,-2.5,20160229,0.5,0.65,3.8,-2.5,1.02,33,74.8031,-3.0,-2.941176470588235
2016-02-29 00:00:00,DFEDGBA Index,Dallas Fed Manufacturing Outlook Level Of General Business Activity,-31.8,20160229,-30,-28.9,-17.7,-33,4.5,9,61.4173,-1.8000000000000007,-0.40000000000000013
2016-02-29 00:00:00,USPHTYOY Index,US Pending Home Sales Index YoY NSA,-0.9,20160229,3.8,3.5,4.5,0.4,1.24,8,26.7717,-4.7,-3.7903225806451615
2016-03-01 00:00:00,CNSTTMOM Index,Census Bureau US Construction Spending MoM SAAR,1.5,20160301,0.3,0.3,1,-0.5,0.4,46,78.7402,1.2,2.9999999999999996
2016-03-01 00:00:00,ECONMUS Index,Markit US Manufacturing PMI SA,,20160301,51.2,51.3,52.3,51,0.4,14,89.2913,,
2016-03-01 00:00:00,NAPMPRIC Index,ISM Manufacturing Report on Business Prices Index NSA,38.5,20160301,35,35.3,40,32.5,2.0,8,71.6535,3.5,1.75
2016-03-01 00:00:00,NAPMPMI Index,ISM Manufacturing PMI SA,49.5,20160301,48.5,48.6,51,47.2,0.6,77,94.4882,1.0,1.6666666666666667
2016-03-02 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-4.8,20160302,,,,,,,92.126,,
2016-03-02 00:00:00,ADP CHNG Index,ADP National Employment Report SA Private Nonfarm Level Change,214,20160302,190,189.2,237,160,15.1,45,85.0394,24,1.589403973509934
2016-03-03 00:00:00,INJCJC Index,US Initial Jobless Claims SA,278,20160303,270,271.7,281,260,4.4,47,97.6378,8,1.8181818181818181
2016-03-03 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2257,20160303,2250,2240.3,2263,2198,18.8,10,68.5039,7,0.3723404255319149
2016-03-03 00:00:00,CGSHXAI% Index,Capital Goods Shipments Ex Air %,-0.4,20160303,-0.5,-0.3,1.1,-1.6,0.9,6,55.1181,0.09999999999999998,0.11111111111111108
2016-03-03 00:00:00,DGNOCHNG Index,US Durable Goods New Orders Industries MoM SA,4.7,20160303,,,,,,2,91.3386,,
2016-03-03 00:00:00,DGNOXTCH Index,US Durable Goods New Orders Total ex Transportation MoM SA,1.7,20160303,,,,,,1,72.4409,,
2016-03-03 00:00:00,TMNOCHNG Index,US Manufacturers New Orders Total MoM SA,1.6,20160303,2.1,2.1,3,-1.5,0.7,58,84.252,-0.5,-0.7142857142857143
2016-03-03 00:00:00,NAPMNMI Index,ISM Services PMI,53.4,20160303,53.1,53.2,56,51,0.8,77,77.9528,0.29999999999999716,0.37499999999999645
2016-03-03 00:00:00,CHALYOY% Index,Challenger US Job Cut Announcements Year Over Year Percent Change,21.8,20160303,,,,,,,35.4331,,
2016-03-03 00:00:00,CGNOXAI% Index,Capital Goods New Orders Nondefense Ex Aircraft & Parts MoM,3.4,20160303,1,1.1,2.7,-0.4,0.8,23,56.6929,2.4,2.9999999999999996
2016-03-03 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,43.6,20160303,,,,,,,65.5906,,
2016-03-04 00:00:00,AWH TOTL Index,US Average Weekly Hours All Employees Total Private SA,34.4,20160304,34.6,34.6,34.6,34.5,,35,23.622,-0.20000000000000284,
2016-03-04 00:00:00,USUDMAER Index,US U-6 Unemployed & Part Time & Margin % Labor Force & Margin SA,9.7,20160304,,,,,,1,20.4724,,
2016-03-04 00:00:00,NFP PCH Index,US Employees on Nonfarm Payrolls Total Private MoM Net Change SA,230,20160304,190,190,235,135,22.0,43,28.3465,40,1.8181818181818181
2016-03-04 00:00:00,PRUSTOT Index,US Labor Force Participation Rate SA,62.9,20160304,62.8,62.8,62.8,62.7,,4,16.5354,0.10000000000000142,
2016-03-04 00:00:00,NFP TCH Index,US Employees on Nonfarm Payrolls Total MoM Net Change SA,242,20160304,195,193,245,70,24.0,92,98.4252,47,1.9583333333333333
2016-03-04 00:00:00,AHE YOY% Index,US Average Hourly Earnings All Employees Total Private Yearly Percent Change SA,2.2,20160304,2.5,2.5,2.6,2.4,0.1,21,29.9213,-0.2999999999999998,-2.9999999999999982
2016-03-04 00:00:00,USMMMNCH Index,US Employees on Nonfarm Payrolls Manufacturing Industry Monthly Net Change SA,-16,20160304,-1,-1,20,-19,7.0,24,68.8976,-15,-2.142857142857143
2016-03-04 00:00:00,USTBTOT Index,US Trade Balance of Goods and Services SA,-45.68,20160304,-44,-43.663,-39.1,-45.3,0.984,63,83.4646,-1.6799999999999997,-1.7073170731707314
2016-03-04 00:00:00,USURTOT Index,U-3 US Unemployment Rate Total in Labor Force Seasonally Adjusted,4.9,20160304,4.9,4.9,5,4.8,,84,87.4016,0.0,
2016-03-07 00:00:00,CICRTOT Index,Federal Reserve Consumer Credit Total Net Change SA,10.538,20160307,17,16.309,21,6.5,3.045,32,38.5827,-6.462,-2.122167487684729
2016-03-08 00:00:00,SBOITOTL Index,NFIB Small Business Optimism Index,92.9,20160308,94,93.9,94.6,92.4,0.6,19,59.8425,-1.0999999999999943,-1.833333333333324
2016-03-09 00:00:00,MWSLCHNG Index,Merchant Wholesalers Sales Total Monthly % Change SA,-1.3,20160309,-0.3,-0.3,0.2,-0.8,0.3,8,66.1417,-1.0,-3.3333333333333335
2016-03-09 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,0.2,20160309,,,,,,,92.126,,
2016-03-09 00:00:00,MWINCHNG Index,Merchant Wholesalers Inventories Total Monthly % Change,0.3,20160309,-0.2,-0.2,0,-0.4,0.1,25,80.315,0.5,5.0
2016-03-10 00:00:00,INJCJC Index,US Initial Jobless Claims SA,259,20160310,275,273.6,285,259,4.9,48,97.6378,-16,-3.265306122448979
2016-03-10 00:00:00,FDDSSD Index,US Treasury Federal Budget Debt Summary Deficit Or Surplus NSA,-192.614,20160310,-196.25,-197.464,-170,-220,11.638,14,75.5906,3.6359999999999957,0.31242481526035365
2016-03-10 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2225,20160310,2250,2283.3,2565,2218,100.6,9,68.5039,-25,-0.2485089463220676
2016-03-10 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,43.8,20160310,,,,,,,65.5906,,
2016-03-11 00:00:00,IMP1YOY% Index,US Import Price Index by End Use All YoY NSA,-6.1,20160311,-6.5,-7.1,-5.3,-12.3,1.8,19,32.2835,0.40000000000000036,0.2222222222222224
2016-03-11 00:00:00,IMP1CHNG Index,US Import Price Index by End Use All MoM NSA,-0.3,20160311,-0.7,-0.7,0.3,-1.5,0.3,50,76.8504,0.39999999999999997,1.3333333333333333
2016-03-15 00:00:00,RSTAMOM Index,Adjusted Retail & Food Services Sales SA Total Monthly % Change,-0.1,20160315,-0.2,-0.1,0.4,-0.7,0.2,84,90.5512,0.1,0.5
2016-03-15 00:00:00,FDIDSGMO Index,US PPI Final Demand Less Foods and Energy MoM SA,0,20160315,0.1,0.1,0.3,-0.1,0.1,59,,-0.1,-1.0
2016-03-15 00:00:00,FRNTTNET Index,US Treasury International Capital Net Monthly Inflows Total,118.4,20160315,,,,,,1,63.937,,
2016-03-15 00:00:00,EMPRGBCI Index,US Empire State Manufacturing Survey General Business Conditions SA,0.6,20160315,-10.5,-10.7,-5,-16.7,2.3,50,81.8898,11.1,4.826086956521739
2016-03-15 00:00:00,RSTAXAGM Index,Retail Sales Less Food Services Auto Dealers & Build Mat & Gas Station SA MoM%,0,20160315,0.2,0.1,0.4,-0.2,0.2,27,19.685,-0.2,-1.0
2016-03-15 00:00:00,RSTAXMOM Index,Adjusted Retail Sales Less Autos SA Monthly % Change,-0.1,20160315,-0.2,-0.2,0.5,-0.7,0.2,70,64.5669,0.1,0.5
2016-03-15 00:00:00,RSTAXAG% Index,Adjusted Retail Sales Less Autos and Gas Stations SA MoM Percent Change,0.3,20160315,0.2,0.2,0.5,-0.2,0.2,25,59.0551,0.09999999999999998,0.4999999999999999
2016-03-15 00:00:00,MTIBCHNG Index,US Manufacturing & Trade Inventories Total MoM SA,0.1,20160315,0,0,0.3,-0.1,0.1,45,37.7953,0.1,1.0
2016-03-15 00:00:00,FRNTTOTL Index,US Foreign Net Transactions,-12,20160315,,,,,,,70.0787,,
2016-03-15 00:00:00,USHBMIDX Index,National Association of Home Builders Market Index SA,58,20160315,59,59,60,57,1.0,47,42.5197,-1,-1.0
2016-03-16 00:00:00,CPUPAXFE Index,US CPI Urban Consumers Less Food & Energy SA,245.925,20160316,245.595,245.617,245.698,245.579,0.048,4,39.3701,0.3300000000000125,6.87500000000026
2016-03-16 00:00:00,IPMGCHNG Index,US Industrial Production Industry Groups Manufacturing MoM SA,0.2,20160316,0.1,0,0.4,-0.5,0.2,22,14.9606,0.1,0.5
2016-03-16 00:00:00,CPURNSA Index,US CPI Urban Consumers NSA,237.111,20160316,236.873,236.802,237.068,236.48,0.174,11,36.2205,0.23799999999999955,1.3678160919540205
2016-03-16 00:00:00,CPI YOY Index,US CPI Urban Consumers YoY NSA,1,20160316,0.9,0.9,1.1,0.7,0.1,44,73.7008,0.09999999999999998,0.9999999999999998
2016-03-16 00:00:00,CPI CHNG Index,US CPI Urban Consumers MoM SA,-0.2,20160316,-0.2,-0.2,0.3,-0.5,0.1,84,95.2756,0.0,0.0
2016-03-16 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-3.3,20160316,,,,,,,92.126,,
2016-03-16 00:00:00,CPTICHNG Index,US Capacity Utilization % of Total Capacity SA,76.7,20160316,76.9,76.85,77.5,76.5,0.2045,58,63.7795,-0.20000000000000284,-0.9779951100244638
2016-03-16 00:00:00,CPUPXCHG Index,US CPI Urban Consumers Less Food & Energy MoM SA,0.3,20160316,0.2,0.2,0.3,-0.1,0.1,81,76.378,0.09999999999999998,0.9999999999999998
2016-03-16 00:00:00,IP CHNG Index,US Industrial Production MOM SA,-0.5,20160316,-0.3,-0.25,0.6,-0.8,0.25,78,90.0,-0.2,-0.8
2016-03-16 00:00:00,FDTR Index,Federal Funds Target Rate - Upper Bound,0.5,20160316,0.5,0.51,0.75,0.5,0.05,97,96.8504,0.0,0.0
2016-03-16 00:00:00,CPI XYOY Index,US CPI Urban Consumers Less Food & Energy YoY NSA,2.3,20160316,2.2,2.2,2.3,1.9,0.1,44,48.0315,0.09999999999999964,0.9999999999999964
2016-03-17 00:00:00,LEI CHNG Index,Conference Board US Leading Index MoM,0.1,20160317,0.2,0.2,0.5,-0.2,0.1,37,82.6772,-0.1,-1.0
2016-03-17 00:00:00,OUTFGAF Index,Philadelphia Fed Business Outlook Survey Diffusion Index General Conditions,12.4,20160317,-1.5,-1.5,2,-6,1.71,51,77.4803,13.9,8.128654970760234
2016-03-17 00:00:00,JOLTTOTL Index,US Job Openings By Industry Total SA,5541,20160317,5500,5547.4,5650,5450,72.4,7,24.4094,41,0.5662983425414364
2016-03-17 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2235,20160317,2235,2234.3,2252,2210,13.5,6,68.5039,0,0.0
2016-03-17 00:00:00,INJCJC Index,US Initial Jobless Claims SA,265,20160317,268,267.4,280,255,5.0,42,97.6378,-3,-0.6
2016-03-17 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,44.3,20160317,,,,,,,65.5906,,
2016-03-17 00:00:00,COMFBTWR Index,Langer US National Economy Expectations Diffusion Index,42,20160317,,,,,,,44.8819,,
2016-03-21 00:00:00,ETSLMOM Index,US Existing Homes Sales MoM SA,-7.1,20160321,-3.02,-2.67,1.1,-5.85,1.65,71,45.6693,-4.08,-2.472727272727273
2016-03-21 00:00:00,ETSLTOTL Index,US Existing Homes Sales SAAR,5.08,20160321,5.31,5.32,5.53,5.15,0.09,71,88.189,-0.22999999999999954,-2.5555555555555505
2016-03-22 00:00:00,HPIMMOM% Index,FHFA US House Price Index Purchase Only MoM% SA,0.5,20160322,0.5,0.5,0.6,0.3,0.1,19,67.7953,0.0,0.0
2016-03-22 00:00:00,RCHSINDX Index,Richmond Manufacturing Survey Current Manufacturing Composite SA,22,20160322,0,0,5,-4,2.0,9,69.4488,22,11.0
2016-03-23 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-3.3,20160323,,,,,,,92.126,,
2016-03-23 00:00:00,NHSLTOT Index,US New One Family Houses Sold Annual Total SAAR,512,20160323,510,512.58,550,475,12.83,71,92.3077,2,0.1558846453624318
2016-03-24 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2179,20160324,2234.5,2230.2,2252,2200,16.7,6,68.5039,-55.5,-3.3233532934131738
2016-03-24 00:00:00,KCLSSACI Index,Kansas City Federal Reserve SA Composite Index,-6,20160324,,,,,,2,18.1102,,
2016-03-24 00:00:00,INJCJC Index,US Initial Jobless Claims SA,265,20160324,268.5,268,280,260,4.3,42,97.6378,-3.5,-0.813953488372093
2016-03-24 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,43.6,20160324,,,,,,,65.5906,,
2016-03-25 00:00:00,GDPCPCEC Index,US GDP Personal Consumption Core Price Index QoQ % SAAR,1.3,20160325,1.3,1.3,1.3,1.3,,11,66.9291,0.0,
2016-03-25 00:00:00,GDP CQOQ Index,GDP US Chained 2012 Dollars QoQ SAAR,1.4,20160325,1,1,1.4,0,0.2,73,96.063,0.3999999999999999,1.9999999999999996
2016-03-25 00:00:00,GDPCTOT% Index,GDP US Personal Consumption Chained 2012 Dlrs % Change from Previous Period SAAR,2.4,20160325,2,2,2.6,1.8,0.2,15,67.7953,0.3999999999999999,1.9999999999999996
2016-03-25 00:00:00,GDP PIQQ Index,US GDP Price Index QoQ SAAR,0.9,20160325,0.9,0.9,1,0,0.2,29,77.1654,0.0,0.0
2016-03-28 00:00:00,USPHTMOM Index,US Pending Home Sales Index MoM SA,3.5,20160328,1.2,1.18,2.5,-2.6,0.88,29,74.8031,2.3,2.6136363636363633
2016-03-28 00:00:00,DFEDGBA Index,Dallas Fed Manufacturing Outlook Level Of General Business Activity,-13.6,20160328,-25.8,-24.2,-10,-32,6.2,8,61.4173,12.200000000000001,1.967741935483871
2016-03-28 00:00:00,USPHTYOY Index,US Pending Home Sales Index YoY NSA,5.1,20160328,-0.4,-0.24,0.5,-0.6,0.39,5,26.7717,5.5,14.102564102564102
2016-03-29 00:00:00,SPCS20Y% Index,S&P CoreLogic Case-Shiller 20-City Composite City Home Price NSA Index YOY%,5.75,20160329,5.73,5.8,6.4,5.4,0.23,26,40.9449,0.019999999999999574,0.08695652173912857
2016-03-29 00:00:00,SPCS20SM Index,S&P CoreLogic Case-Shiller 20-City Composite City Home Price SA Index MOM%,0.8,20160329,0.7,0.74,1,0.5,0.14,23,21.2598,0.10000000000000009,0.7142857142857149
2016-03-29 00:00:00,SPCS20 Index,S&P CoreLogic Case-Shiller 20-City Composite Home Price NSA Index,182.56,20160329,182.74,182.74,183.07,182.4,0.31,4,40.1575,-0.18000000000000682,-0.5806451612903446
2016-03-29 00:00:00,CONCCONF Index,Conference Board Consumer Confidence SA 1985=100,96.2,20160329,94,93.83,96.5,91,1.18,67,93.7008,2.200000000000003,1.8644067796610195
2016-03-30 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,-1,20160330,,,,,,,92.126,,
2016-03-30 00:00:00,ADP CHNG Index,ADP National Employment Report SA Private Nonfarm Level Change,200,20160330,195,194.3,225,150,14.4,39,85.0394,5,0.3472222222222222
2016-03-31 00:00:00,CHPMINDX Index,Market News International Chicago Business Barometer SA,53.6,20160331,50.7,50.9,55,48,1.6,34,81.1024,2.8999999999999986,1.8124999999999991
2016-03-31 00:00:00,CHALYOY% Index,Challenger US Job Cut Announcements Year Over Year Percent Change,31.7,20160331,,,,,,,35.4331,,
2016-03-31 00:00:00,INJCJC Index,US Initial Jobless Claims SA,276,20160331,265,266.9,278,260,5.1,38,97.6378,11,2.1568627450980395
2016-03-31 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2173,20160331,2199.5,2203.2,2241,2180,20.4,6,68.5039,-26.5,-1.2990196078431373
2016-03-31 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,42.8,20160331,,,,,,,65.5906,,
2016-04-01 00:00:00,ECONMUS Index,Markit US Manufacturing PMI SA,,20160401,51.5,51.7,52.9,51.4,0.5,10,89.2913,,
2016-04-01 00:00:00,NAPMPMI Index,ISM Manufacturing PMI SA,51.8,20160401,51,50.9,53.2,48,0.9,76,94.4882,0.7999999999999972,0.8888888888888857
2016-04-01 00:00:00,AWH TOTL Index,US Average Weekly Hours All Employees Total Private SA,34.4,20160401,34.5,34.5,34.5,34.4,,33,23.622,-0.10000000000000142,
2016-04-01 00:00:00,NFP TCH Index,US Employees on Nonfarm Payrolls Total MoM Net Change SA,215,20160401,205,202,250,100,24.0,87,98.4252,10,0.4166666666666667
2016-04-01 00:00:00,USMMMNCH Index,US Employees on Nonfarm Payrolls Manufacturing Industry Monthly Net Change SA,-29,20160401,2,1,6,-10,4.0,22,68.8976,-31,-7.75
2016-04-01 00:00:00,CONSSENT Index,University of Michigan Consumer Sentiment Index,91,20160401,90.5,90.7,92,89,0.6,53,92.9134,0.5,0.8333333333333334
2016-04-01 00:00:00,USUDMAER Index,US U-6 Unemployed & Part Time & Margin % Labor Force & Margin SA,9.8,20160401,,,,,,1,20.4724,,
2016-04-01 00:00:00,CNSTTMOM Index,Census Bureau US Construction Spending MoM SAAR,-0.5,20160401,0.1,0.1,1.2,-0.5,0.4,47,78.7402,-0.6,-1.4999999999999998
2016-04-01 00:00:00,USURTOT Index,U-3 US Unemployment Rate Total in Labor Force Seasonally Adjusted,5,20160401,4.9,4.9,5,4.8,0.1,81,87.4016,0.09999999999999964,0.9999999999999964
2016-04-01 00:00:00,NFP PCH Index,US Employees on Nonfarm Payrolls Total Private MoM Net Change SA,195,20160401,190,194,245,105,25.0,41,28.3465,5,0.2
2016-04-01 00:00:00,PRUSTOT Index,US Labor Force Participation Rate SA,63,20160401,62.9,62.9,62.9,62.9,,3,16.5354,0.10000000000000142,
2016-04-01 00:00:00,NAPMPRIC Index,ISM Manufacturing Report on Business Prices Index NSA,51.5,20160401,44,43.1,45,39,2.0,6,71.6535,7.5,3.75
2016-04-01 00:00:00,AHE YOY% Index,US Average Hourly Earnings All Employees Total Private Yearly Percent Change SA,2.3,20160401,2.2,2.2,2.4,2,0.1,17,29.9213,0.09999999999999964,0.9999999999999964
2016-04-04 00:00:00,TMNOCHNG Index,US Manufacturers New Orders Total MoM SA,-1.7,20160404,-1.7,-1.7,-0.8,-2.2,0.3,56,84.252,0.0,0.0
2016-04-04 00:00:00,CGNOXAI% Index,Capital Goods New Orders Nondefense Ex Aircraft & Parts MoM,-2.5,20160404,,,,,,1,56.6929,,
2016-04-04 00:00:00,DGNOCHNG Index,US Durable Goods New Orders Industries MoM SA,-3,20160404,-2.8,-2.8,-2.7,-2.8,,5,91.3386,-0.20000000000000018,
2016-04-04 00:00:00,CGSHXAI% Index,Capital Goods Shipments Ex Air %,-1.7,20160404,0.3,0.2,0.8,-0.8,0.5,7,55.1181,-2.0,-4.0
2016-04-04 00:00:00,DGNOXTCH Index,US Durable Goods New Orders Total ex Transportation MoM SA,-1.3,20160404,-1,-1.1,-1,-1.2,0.1,3,72.4409,-0.30000000000000004,-3.0000000000000004
2016-04-05 00:00:00,NAPMNMI Index,ISM Services PMI,54.5,20160405,54.2,54.2,55.5,52,0.6,78,77.9528,0.29999999999999716,0.4999999999999953
2016-04-05 00:00:00,USTBTOT Index,US Trade Balance of Goods and Services SA,-47.1,20160405,-46.2,-46.068,-41.6,-48.3,0.868,67,83.4646,-0.8999999999999986,-1.036866359447003
2016-04-05 00:00:00,JOLTTOTL Index,US Job Openings By Industry Total SA,5445,20160405,5490,5473,5500,5400,37.6,5,24.4094,-45,-1.1968085106382977
2016-04-06 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,2.7,20160406,,,,,,,92.126,,
2016-04-07 00:00:00,COMFCOMF Index,Langer US Weekly Consumer Comfort Index,42.6,20160407,,,,,,,65.5906,,
2016-04-07 00:00:00,INJCSP Index,US Continuing Jobless Claims SA,2191,20160407,2170,2168,2207,2120,26.7,9,68.5039,21,0.7865168539325843
2016-04-07 00:00:00,CICRTOT Index,Federal Reserve Consumer Credit Total Net Change SA,17.217,20160407,14.9,14.654,20,5,3.003,28,38.5827,2.3169999999999984,0.771561771561771
2016-04-07 00:00:00,INJCJC Index,US Initial Jobless Claims SA,267,20160407,270,270.8,290,261,5.5,47,97.6378,-3,-0.5454545454545454
2016-04-08 00:00:00,MWINCHNG Index,Merchant Wholesalers Inventories Total Monthly % Change,-0.5,20160408,-0.2,-0.2,0.2,-0.6,0.2,25,80.315,-0.3,-1.4999999999999998
2016-04-08 00:00:00,MWSLCHNG Index,Merchant Wholesalers Sales Total Monthly % Change SA,-0.2,20160408,0.2,0.1,1.2,-0.7,0.6,9,66.1417,-0.4,-0.6666666666666667
2016-04-12 00:00:00,FDDSSD Index,US Treasury Federal Budget Debt Summary Deficit Or Surplus NSA,-108,20160412,-104,-100.747,-85,-108,5.975,17,75.5906,-4,-0.6694560669456068
2016-04-12 00:00:00,IMP1YOY% Index,US Import Price Index by End Use All YoY NSA,-6.2,20160412,-4.8,-4.8,-4.1,-5.4,0.3,16,32.2835,-1.4000000000000004,-4.666666666666668
2016-04-12 00:00:00,IMP1CHNG Index,US Import Price Index by End Use All MoM NSA,0.2,20160412,1,1,2,-0.2,0.4,45,76.8504,-0.8,-2.0
2016-04-12 00:00:00,SBOITOTL Index,NFIB Small Business Optimism Index,92.6,20160412,93.5,93.4,94.5,92,0.7,17,59.8425,-0.9000000000000057,-1.285714285714294
2016-04-13 00:00:00,RSTAMOM Index,Adjusted Retail & Food Services Sales SA Total Monthly % Change,-0.3,20160413,0.1,0.1,0.4,-0.8,0.2,81,90.5512,-0.4,-2.0
2016-04-13 00:00:00,FDIDSGMO Index,US PPI Final Demand Less Foods and Energy MoM SA,-0.1,20160413,0.1,0.1,0.3,-0.1,0.1,55,,-0.2,-2.0
2016-04-13 00:00:00,MBAVCHNG Index,MBA US US Mortgage Market Index Weekly % Change SA Old Meth,10,20160413,,,,,,,92.126,,
2016-04-13 00:00:00,RSTAXMOM Index,Adjusted Retail Sales Less Autos SA Monthly % Change,0.2,20160413,0.4,0.4,1.1,0,0.2,66,64.5669,-0.2,-1.0
2016-04-13 00:00:00,RSTAXAGM Index,Retail Sales Less Food Services Auto Dealers & Build Mat & Gas Station SA MoM%,0.1,20160413,0.4,0.4,0.5,0.2,0.1,29,19.685,-0.30000000000000004,-3.0000000000000004
2016-04-13 00:00:00,RSTAXAG% Index,Adjusted Retail Sales Less Autos and Gas Stations SA MoM Percent Change,0.1,20160413,0.3,0.3,0.6,0.2,0.1,24,59.0551,-0.19999999999999998,-1.9999999999999998
2016-04-13 00:00:00,MTIBCHNG Index,US Manufacturing & Trade Inventories Total MoM SA,-0.1,20160413,-0.1,-0.1,0.3,-0.3,0.2,39,37.7953,0.0,0.0
2016-04-14 00:00:00,CPURNSA Index,US CPI Urban Consumers NSA,238.132,20160414,238.544,238.547,238.8,238.37,0.114,13,36.2205,-0.41200000000000614,-3.614035087719352
